[05/13/25 22:12:52] [INFO] received Windows console close event; shutting log-core down
[05/13/25 22:39:21] [INFO] received Windows console close event; shutting log-core down
[05/13/25 22:59:57] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:00:04] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:06:25] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:16:35] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:23:39] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:32:08] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:37:53] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:45:16] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:48:21] [INFO] received Windows console close event; shutting log-core down
[05/13/25 23:55:36] [INFO] received Windows console close event; shutting log-core down
[05/14/25 00:01:50] [INFO] received Windows console close event; shutting log-core down
[05/14/25 00:05:21] [INFO] received Windows console close event; shutting log-core down
[05/15/25 18:47:43] [INFO] received Windows console close event; shutting log-core down
[05/15/25 18:48:24] [INFO] received Windows console close event; shutting log-core down
[05/15/25 18:53:35] [INFO] received Windows console close event; shutting log-core down
[05/15/25 19:00:51] [INFO] received Windows console close event; shutting log-core down
[05/15/25 19:03:34] [INFO] received Windows console close event; shutting log-core down
[05/15/25 19:47:53] [INFO] received Windows console close event; shutting log-core down
[05/15/25 20:00:59] [INFO] received Windows console close event; shutting log-core down
[05/16/25 17:13:15] [INFO] received Windows console close event; shutting log-core down
[05/16/25 20:10:39] [INFO] received Windows console close event; shutting log-core down
[05/16/25 20:16:56] [INFO] received Windows console close event; shutting log-core down
[05/16/25 20:41:13] [INFO] received Windows console close event; shutting log-core down
[05/16/25 20:54:08] [INFO] received Windows console close event; shutting log-core down
[05/16/25 20:56:38] [INFO] received Windows console close event; shutting log-core down
[05/16/25 21:01:09] [INFO] received Windows console close event; shutting log-core down
[05/17/25 14:02:00] [INFO] received Windows console close event; shutting log-core down
[05/17/25 15:32:16] [INFO] received Windows console close event; shutting log-core down
[05/17/25 19:23:41] [INFO] received Windows console close event; shutting log-core down
[05/17/25 20:07:44] [INFO] received Windows console close event; shutting log-core down
[05/17/25 20:12:37] [INFO] received Windows console close event; shutting log-core down
[05/17/25 20:18:00] [INFO] received Windows console close event; shutting log-core down
[05/17/25 20:20:25] [INFO] received Windows console close event; shutting log-core down
[05/18/25 10:12:49] [INFO] received Windows console close event; shutting log-core down
[05/18/25 10:32:27] [INFO] received Windows console close event; shutting log-core down
[05/18/25 10:45:04] [INFO] received Windows console close event; shutting log-core down
[05/18/25 10:53:17] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:07:08] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:09:46] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:12:42] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:18:48] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:22:09] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:22:28] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:28:09] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:28:09] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:33:19] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:33:54] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:37:41] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:38:42] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:40:36] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:44:08] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:45:00] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:48:27] [INFO] received Windows console close event; shutting log-core down
[05/18/25 11:56:02] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:00:04] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:00:14] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:05:00] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:10:28] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:13:06] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:33:31] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:34:36] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:35:53] [INFO] received Windows console close event; shutting log-core down
[05/18/25 12:44:35] [INFO] received Windows console close event; shutting log-core down
[05/18/25 13:56:34] [INFO] received Windows console close event; shutting log-core down
[05/18/25 14:39:16] [INFO] received Windows console close event; shutting log-core down
[05/18/25 16:04:45] [INFO] received Windows console close event; shutting log-core down
[05/18/25 16:05:22] [INFO] received Windows console close event; shutting log-core down
[05/18/25 16:16:10] [INFO] received Windows console close event; shutting log-core down
[05/18/25 16:30:58] [INFO] received Windows console close event; shutting log-core down
[05/18/25 17:17:15] [INFO] received Windows console close event; shutting log-core down
[05/18/25 17:22:50] [INFO] received Windows console close event; shutting log-core down
[05/18/25 17:44:20] [INFO] received Windows console close event; shutting log-core down
[05/18/25 17:48:38] [INFO] received Windows console close event; shutting log-core down
[05/18/25 17:56:05] [INFO] received Windows console close event; shutting log-core down
[05/18/25 18:18:12] [INFO] received Windows console close event; shutting log-core down
[05/18/25 18:23:55] [INFO] received Windows console close event; shutting log-core down
[05/18/25 18:29:09] [INFO] received Windows console close event; shutting log-core down
[05/18/25 19:57:15] [INFO] received Windows console close event; shutting log-core down
[05/18/25 20:24:09] [INFO] received Windows console close event; shutting log-core down
[05/18/25 20:32:22] [INFO] received Windows console close event; shutting log-core down
[05/18/25 21:57:35] [INFO] received Windows console close event; shutting log-core down
[05/18/25 23:15:01] [INFO] received Windows console close event; shutting log-core down
[05/18/25 23:52:07] [INFO] received Windows console close event; shutting log-core down
[05/19/25 17:45:29] [INFO] received Windows console close event; shutting log-core down
[05/19/25 17:57:48] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:07:11] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:17:03] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:17:03] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:20:31] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:20:58] [INFO] received Windows console close event; shutting log-core down
[05/19/25 18:42:25] [INFO] received Windows console close event; shutting log-core down
[05/19/25 19:51:11] [INFO] received Windows console close event; shutting log-core down
[05/19/25 19:58:17] [INFO] received Windows console close event; shutting log-core down
[05/19/25 20:10:34] [INFO] received Windows console close event; shutting log-core down
[05/19/25 20:34:19] [INFO] received Windows console close event; shutting log-core down
[05/19/25 20:39:46] [INFO] received Windows console close event; shutting log-core down
[05/19/25 20:43:10] [INFO] received Windows console close event; shutting log-core down
[05/19/25 20:50:15] [INFO] received Windows console close event; shutting log-core down
[05/19/25 21:13:34] [INFO] received Windows console close event; shutting log-core down
[05/19/25 21:20:18] [INFO] received Windows console close event; shutting log-core down
[05/19/25 22:05:53] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:00:52] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:04:39] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:05:42] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:18:10] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:23:01] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:23:12] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:26:56] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:31:58] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:36:10] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:38:59] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:43:06] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:46:29] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:50:56] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:54:17] [INFO] received Windows console close event; shutting log-core down
[05/19/25 23:57:38] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:04:43] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:13:59] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:15:27] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:19:53] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:23:13] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:25:28] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:28:15] [INFO] received Windows console close event; shutting log-core down
[05/20/25 00:31:06] [INFO] received Windows console close event; shutting log-core down
[05/20/25 18:00:22] [INFO] received Windows console close event; shutting log-core down
[05/20/25 18:03:36] [INFO] received Windows console close event; shutting log-core down
[05/20/25 18:13:16] [INFO] received Windows console close event; shutting log-core down
[05/20/25 18:37:09] [INFO] received Windows console close event; shutting log-core down
[05/20/25 18:41:06] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:13:31] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:18:18] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:22:40] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:27:13] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:30:41] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:49:33] [INFO] received Windows console close event; shutting log-core down
[05/20/25 19:59:14] [INFO] received Windows console close event; shutting log-core down
[05/20/25 20:03:00] [INFO] received Windows console close event; shutting log-core down
[05/20/25 20:09:34] [INFO] received Windows console close event; shutting log-core down
[05/20/25 20:27:29] [INFO] received Windows console close event; shutting log-core down
[05/20/25 20:29:06] [INFO] received Windows console close event; shutting log-core down
[05/20/25 21:45:36] [INFO] received Windows console close event; shutting log-core down
[05/21/25 10:46:42] [INFO] received Windows console close event; shutting log-core down
[05/21/25 10:52:31] [INFO] received Windows console close event; shutting log-core down
[05/21/25 10:59:37] [INFO] received Windows console close event; shutting log-core down
[05/21/25 11:03:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 11:07:45] [INFO] received Windows console close event; shutting log-core down
[05/21/25 11:55:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 11:58:51] [INFO] received Windows console close event; shutting log-core down
[05/21/25 11:58:57] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:02:54] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:06:35] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:07:00] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:11:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:18:27] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:23:34] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:28:12] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:30:35] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:32:45] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:35:09] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:37:26] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:40:44] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:42:25] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:43:59] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:45:54] [INFO] received Windows console close event; shutting log-core down
[05/21/25 12:47:08] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:06:37] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:08:24] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:10:45] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:14:33] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:16:10] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:18:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:19:49] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:21:08] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:37:20] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:38:53] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:42:49] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:48:36] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:50:27] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:51:58] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:54:40] [INFO] received Windows console close event; shutting log-core down
[05/21/25 13:57:11] [INFO] received Windows console close event; shutting log-core down
[05/21/25 14:27:52] [INFO] received Windows console close event; shutting log-core down
[05/21/25 14:32:50] [INFO] received Windows console close event; shutting log-core down
[05/21/25 14:38:27] [INFO] received Windows console close event; shutting log-core down
[05/21/25 14:38:28] [INFO] received Windows console close event; shutting log-core down
[05/21/25 15:22:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 16:40:42] [INFO] received Windows console close event; shutting log-core down
[05/21/25 16:58:55] [INFO] received Windows console close event; shutting log-core down
[05/21/25 17:03:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 17:27:22] [INFO] received Windows console close event; shutting log-core down
[05/21/25 17:33:14] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:00:44] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:04:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:12:48] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:15:14] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:19:27] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:22:29] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:39:54] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:47:40] [INFO] received Windows console close event; shutting log-core down
[05/21/25 18:54:22] [INFO] received Windows console close event; shutting log-core down
[05/21/25 19:16:04] [INFO] received Windows console close event; shutting log-core down
[05/21/25 19:41:02] [INFO] received Windows console close event; shutting log-core down
[05/21/25 19:51:48] [INFO] received Windows console close event; shutting log-core down
[05/21/25 19:51:49] [INFO] received Windows console close event; shutting log-core down
[05/21/25 19:52:57] [INFO] received Windows console close event; shutting log-core down
[05/21/25 21:24:59] [INFO] received Windows console close event; shutting log-core down
[05/21/25 23:42:29] [INFO] received Windows console close event; shutting log-core down
[05/22/25 17:23:32] [INFO] received Windows console close event; shutting log-core down
[05/22/25 17:47:20] [INFO] received Windows console close event; shutting log-core down
[05/22/25 17:54:27] [INFO] received Windows console close event; shutting log-core down
[05/22/25 18:03:00] [INFO] received Windows console close event; shutting log-core down
[05/22/25 18:16:42] [INFO] received Windows console close event; shutting log-core down
[05/22/25 18:23:26] [INFO] received Windows console close event; shutting log-core down
[05/22/25 18:35:42] [INFO] received Windows console close event; shutting log-core down
[05/22/25 22:57:36] [INFO] received Windows console close event; shutting log-core down
[05/22/25 22:57:45] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:06:25] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:14:56] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:18:07] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:22:06] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:23:23] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:25:49] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:31:05] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:33:45] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:36:24] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:42:53] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:50:51] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:54:12] [INFO] received Windows console close event; shutting log-core down
[05/22/25 23:56:15] [INFO] received Windows console close event; shutting log-core down
[05/23/25 00:01:34] [INFO] received Windows console close event; shutting log-core down
[05/23/25 00:02:33] [INFO] received Windows console close event; shutting log-core down
[05/23/25 13:32:57] [INFO] received Windows console close event; shutting log-core down
[05/23/25 13:37:38] [INFO] received Windows console close event; shutting log-core down
[05/23/25 13:47:08] [INFO] received Windows console close event; shutting log-core down
[05/23/25 14:08:32] [INFO] received Windows console close event; shutting log-core down
[05/23/25 14:21:18] [INFO] received Windows console close event; shutting log-core down
[05/23/25 16:30:34] [INFO] received Windows console close event; shutting log-core down
[05/23/25 16:39:09] [INFO] received Windows console close event; shutting log-core down
[05/23/25 16:42:43] [INFO] received Windows console close event; shutting log-core down
[05/23/25 16:58:14] [INFO] received Windows console close event; shutting log-core down
[05/23/25 17:12:15] [INFO] received Windows console close event; shutting log-core down
[05/23/25 17:15:09] [INFO] received Windows console close event; shutting log-core down
[05/23/25 17:18:01] [INFO] received Windows console close event; shutting log-core down
[05/23/25 17:22:17] [INFO] received Windows console close event; shutting log-core down
[05/23/25 17:26:10] [INFO] received Windows console close event; shutting log-core down
[05/23/25 19:31:00] [INFO] received Windows console close event; shutting log-core down
[05/23/25 19:54:49] [INFO] received Windows console close event; shutting log-core down
[05/23/25 20:34:34] [INFO] received Windows console close event; shutting log-core down
[05/24/25 18:23:04] [INFO] received Windows console close event; shutting log-core down
[05/24/25 18:51:12] [INFO] received Windows console close event; shutting log-core down
[05/24/25 20:42:30] [INFO] received Windows console close event; shutting log-core down
[05/24/25 20:42:46] [INFO] received Windows console close event; shutting log-core down
[05/24/25 20:48:49] [INFO] received Windows console close event; shutting log-core down
[05/24/25 20:55:30] [INFO] received Windows console close event; shutting log-core down
[05/24/25 21:00:04] [INFO] received Windows console close event; shutting log-core down
[05/25/25 08:36:38] [INFO] received Windows console close event; shutting log-core down
[05/25/25 08:43:58] [INFO] received Windows console close event; shutting log-core down
[05/25/25 11:42:11] [INFO] received Windows console close event; shutting log-core down
[05/25/25 11:52:22] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:05:29] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:10:34] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:22:42] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:29:43] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:35:03] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:40:24] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:41:12] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:44:21] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:45:51] [INFO] received Windows console close event; shutting log-core down
[05/25/25 12:46:33] [INFO] received Windows console close event; shutting log-core down
[05/25/25 13:32:09] [INFO] received Windows console close event; shutting log-core down
[05/25/25 13:56:24] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:05:54] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:05:54] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:25:42] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:31:27] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:37:55] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:41:14] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:45:18] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:51:59] [INFO] received Windows console close event; shutting log-core down
[05/25/25 14:57:28] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:02:46] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:23:33] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:25:00] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:40:00] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:43:07] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:45:23] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:51:30] [INFO] received Windows console close event; shutting log-core down
[05/25/25 15:59:24] [INFO] received Windows console close event; shutting log-core down
[05/25/25 17:25:26] [INFO] received Windows console close event; shutting log-core down
[05/25/25 21:22:43] [INFO] received Windows console close event; shutting log-core down
[05/25/25 21:43:23] [INFO] received Windows console close event; shutting log-core down
[05/25/25 21:43:25] [INFO] received Windows console close event; shutting log-core down
[05/25/25 21:58:15] [INFO] received Windows console close event; shutting log-core down
[05/25/25 21:59:54] [INFO] received Windows console close event; shutting log-core down
[05/25/25 23:03:27] [INFO] received Windows console close event; shutting log-core down
[05/26/25 16:55:18] [INFO] received Windows console close event; shutting log-core down
[05/26/25 16:56:29] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:03:11] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:09:03] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:12:20] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:20:56] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:45:05] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:45:06] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:46:28] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:48:05] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:52:55] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:53:57] [INFO] received Windows console close event; shutting log-core down
[05/26/25 17:58:46] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:01:07] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:02:01] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:03:10] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:06:53] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:07:51] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:17:02] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:17:44] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:18:08] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:22:35] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:26:23] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:31:23] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:40:07] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:47:17] [INFO] received Windows console close event; shutting log-core down
[05/26/25 18:57:42] [INFO] received Windows console close event; shutting log-core down
[05/26/25 22:38:52] [INFO] received Windows console close event; shutting log-core down
[05/26/25 22:45:10] [INFO] received Windows console close event; shutting log-core down
[05/26/25 22:56:15] [INFO] received Windows console close event; shutting log-core down
[05/26/25 23:10:33] [INFO] received Windows console close event; shutting log-core down
[05/26/25 23:20:49] [INFO] received Windows console close event; shutting log-core down
[05/26/25 23:30:24] [INFO] received Windows console close event; shutting log-core down
[05/26/25 23:36:05] [INFO] received Windows console close event; shutting log-core down
[05/27/25 22:08:13] [INFO] received Windows console close event; shutting log-core down
[05/28/25 20:51:11] [INFO] received Windows console close event; shutting log-core down
[05/28/25 22:18:57] [INFO] received Windows console close event; shutting log-core down
[05/28/25 22:53:05] [INFO] received Windows console close event; shutting log-core down
[05/28/25 23:45:10] [INFO] received Windows console close event; shutting log-core down
[05/29/25 08:43:46] [INFO] received Windows console close event; shutting log-core down
[05/29/25 08:47:22] [INFO] received Windows console close event; shutting log-core down
[05/29/25 09:01:26] [INFO] received Windows console close event; shutting log-core down
[05/29/25 13:01:42] [INFO] received Windows console close event; shutting log-core down
[05/29/25 13:56:27] [INFO] received Windows console close event; shutting log-core down
[05/29/25 16:45:33] [INFO] received Windows console close event; shutting log-core down
[05/30/25 21:08:44] [INFO] received Windows console close event; shutting log-core down
[05/30/25 21:14:18] [INFO] received Windows console close event; shutting log-core down
[05/30/25 21:23:48] [INFO] received Windows console close event; shutting log-core down
[05/30/25 21:26:20] [INFO] received Windows console close event; shutting log-core down
[05/31/25 14:07:19] [INFO] received Windows console close event; shutting log-core down
[05/31/25 14:10:34] [INFO] received Windows console close event; shutting log-core down
[05/31/25 14:13:37] [INFO] received Windows console close event; shutting log-core down
[05/31/25 14:21:21] [INFO] received Windows console close event; shutting log-core down
[06/03/25 17:20:46] [INFO] received Windows console close event; shutting log-core down
[06/03/25 20:23:25] [INFO] received Windows console close event; shutting log-core down
[06/03/25 21:17:10] [INFO] received Windows console close event; shutting log-core down
